id,smiles,compound_class,compound_subclass,name,molecular_weight,formula,cas_number,created_at,updated_at
621,[H][C@@](CC)(CC1=CC=C(O)C(OC)=C1)[C@]([H])(CC)C(O)C1=CC=C(O)C(OC)=C1,Lignans,Lignans,7-Hydroxysecoisolariciresinol,374.471,C22H30O5,"",2007-12-11 00:00:00 UTC,2015-05-10 23:28:57 UTC
622,COC1=C(O)C=CC(C[C@H]2COC(=O)[C@]2(O)CC2=CC(OC)=C(O)C=C2)=C1,Lignans,Lignans,Nortrachelogenin,374.384,C20H22O7,34444-37-6,2007-12-11 00:00:00 UTC,2015-05-10 23:28:57 UTC
623,COC1=CC(CC2COC(C2CO)C2=CC=C(OC(CO)C(O)C3=CC=C(O)C(OC)=C3)C(OC)=C2)=CC=C1O,Lignans,Lignans,Lariciresinol-sesquilignan,556.601,C30H36O10,"",2007-12-11 00:00:00 UTC,2015-05-10 23:28:57 UTC
624,COC1=CC(CC2COCC2CC2=CC(OC)=C(O)C=C2)=CC=C1O,Lignans,Lignans,Anhydro-secoisolariciresinol,344.402,C20H24O5,"",2007-12-11 00:00:00 UTC,2015-05-10 23:28:57 UTC
625,COC1=C(OC)C=C(C[C@H]2COC(=O)[C@@H]2CC2=CC(OC)=C(OC)C=C2)C=C1,Lignans,Lignans,Dimethylmatairesinol,386.438,C22H26O6,"",2007-12-11 00:00:00 UTC,2015-05-10 23:28:57 UTC
626,[H][C@]12CO[C@H](C3=CC4=C(OCO4)C=C3)[C@@]1([H])CO[C@@H]2C1=CC2=C(OCO2)C=C1,Lignans,Lignans,Episesamin,354.353,C20H18O6,607-80-7,2007-12-12 00:00:00 UTC,2015-05-10 23:28:57 UTC
627,[H][C@]12CO[C@@]([H])(C3=CC4=C(OCO4)C=C3O)[C@@]1([H])CO[C@]2([H])C1=CC2=C(OCO2)C=C1,Lignans,Lignans,Episesaminol,370.353,C20H18O7,"",2007-12-12 00:00:00 UTC,2015-05-10 23:28:57 UTC
630,COC1=C(O)C=CC(C=CC=O)=C1,Other polyphenols,Hydroxycinnamaldehydes,Ferulaldehyde,178.185,C10H10O3,458-36-6,2005-10-06 14:50:26 UTC,2015-05-10 23:28:57 UTC
631,COC1=CC(\C=C\C=O)=CC(OC)=C1O,Other polyphenols,Hydroxycinnamaldehydes,Sinapaldehyde,208.211,C11H12O4,"",2005-10-06 14:50:26 UTC,2015-05-10 23:28:57 UTC
632,COC1=C(O)C=CC(C=C)=C1,Other polyphenols,Alkylmethoxyphenols,4-Vinylguaiacol,150.174,C9H10O2,7786-61-0,2007-02-21 00:00:00 UTC,2015-05-10 23:28:57 UTC
633,CCC1=CC(OC)=C(O)C=C1,Other polyphenols,Alkylmethoxyphenols,4-Ethylguaiacol,152.19,C9H12O2,2785-89-9,2007-02-21 00:00:00 UTC,2015-05-10 23:28:57 UTC
634,COC1=CC(\C=C\C2=CC=CC=C2)=CC(O)=C1O,Other polyphenols,Alkylmethoxyphenols,4-Vinylsyringol,242.27,C15H14O3,"",2007-12-03 00:00:00 UTC,2015-05-10 23:28:57 UTC
635,O=C1OC2=CC=CC=C2C=C1,Other polyphenols,Hydroxycoumarins,Coumarin,146.143,C9H6O2,91-64-5,2007-12-17 00:00:00 UTC,2015-05-10 23:28:57 UTC
637,CC1CC2=C(C(O)=CC=C2)C(=O)O1,Other polyphenols,Hydroxycoumarins,Mellein,178.185,C10H10O3,"",2007-08-08 00:00:00 UTC,2015-05-10 23:28:57 UTC
638,COC1=C(O)C=C2OC(=O)C=CC2=C1,Other polyphenols,Hydroxycoumarins,Scopoletin,192.168,C10H8O4,92-61-5,2004-06-23 00:00:00 UTC,2015-05-10 23:28:57 UTC
639,OC1=C(O)C=C2C=CC(=O)OC2=C1,Other polyphenols,Hydroxycoumarins,Esculetin,178.141,C9H6O4,305-01-1,2004-06-23 00:00:00 UTC,2015-05-10 23:28:57 UTC
640,OC[C@H]1O[C@@H](OC2=C(O)C=C3OC(=O)C=CC3=C2)[C@H](O)[C@@H](O)[C@@H]1O,Other polyphenols,Hydroxycoumarins,Esculin,340.282,C15H16O9,531-75-9,2006-09-27 00:00:00 UTC,2015-05-10 23:28:57 UTC
641,OC1=CC2=C(C=C1)C=CC(=O)O2,Other polyphenols,Hydroxycoumarins,Umbelliferone,162.142,C9H6O3,93-35-6,2006-09-27 00:00:00 UTC,2015-05-10 23:28:57 UTC
642,OC1=CC(=O)OC2=CC=CC=C12,Other polyphenols,Hydroxycoumarins,4-Hydroxycoumarin,162.142,C9H6O3,"",2006-09-27 00:00:00 UTC,2015-05-10 23:28:57 UTC
644,COC1=C(O)C=C(C=CC)C=C1,Other polyphenols,Hydroxyphenylpropenes,2-Methoxy-5-prop-1-enylphenol,164.201,C10H12O2,"",2007-12-24 14:59:41 UTC,2015-05-10 23:28:57 UTC
645,COC1=CC=C(\C=C\C)C=C1,Other polyphenols,Hydroxyphenylpropenes,Anethole,148.202,C10H12O,104-46-1,2007-11-27 00:00:00 UTC,2015-05-10 23:28:57 UTC
646,COC1=C(O)C=CC(CC=C)=C1,Other polyphenols,Hydroxyphenylpropenes,Eugenol,164.201,C10H12O2,97-53-0,2007-11-02 10:59:32 UTC,2015-05-10 23:28:57 UTC
647,COC1=C(OC(C)=O)C=CC(CC=C)=C1,Other polyphenols,Hydroxyphenylpropenes,Acetyl eugenol,206.238,C12H14O3,93-28-7,2007-11-27 00:00:00 UTC,2015-05-10 23:28:57 UTC
648,CCCCCC(O)CC(=O)CCC1CCC(O)C(C1)OC,Other polyphenols,Hydroxyphenylpropenes,[6]-Gingerol,300.434,C17H32O4,1391-73-7,2007-11-27 00:00:00 UTC,2015-05-10 23:28:57 UTC
649,COC1=CC=C(CC=C)C=C1,Other polyphenols,Hydroxyphenylpropenes,Estragole,148.202,C10H12O,140-67-0,2007-11-27 00:00:00 UTC,2015-05-10 23:28:57 UTC
650,COC1=CC=CC=C1O,Other polyphenols,Methoxyphenols,Guaiacol,124.137,C7H8O2,90-05-1,2007-04-06 00:00:00 UTC,2015-05-10 23:28:57 UTC
652,OC1=CC=CC2=C1C(=O)C=CC2=O,Other polyphenols,Naphtoquinones,Juglone,174.153,C10H6O3,481-39-0,2007-10-01 13:34:58 UTC,2015-05-10 23:28:58 UTC
653,O=C1C=CC(=O)C2=CC=CC=C12,Other polyphenols,Naphtoquinones,"1,4-Naphtoquinone",158.153,C10H6O2,"",2007-10-01 13:34:58 UTC,2015-05-10 23:28:58 UTC
654,OC1=CC=CC=C1O,Other polyphenols,Other polyphenols,Catechol,110.111,C6H6O2,120-80-9,2006-04-27 11:23:26 UTC,2015-05-10 23:28:58 UTC
655,OC1=CC=CC(O)=C1O,Other polyphenols,Other polyphenols,Pyrogallol,126.11,C6H6O3,87-66-1,2006-04-27 11:23:26 UTC,2015-05-10 23:28:58 UTC
656,OC[C@H]1O[C@@H](OC2=CC(O)=CC(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O,Other polyphenols,Other polyphenols,Phlorin,288.251,C12H16O8,"",2004-05-19 16:25:36 UTC,2015-05-10 23:28:58 UTC
657,OC1=CC=CC=C1,Other polyphenols,Other polyphenols,Phenol,94.1112,C6H6O,108-95-2,2007-04-06 11:32:59 UTC,2015-05-10 23:28:58 UTC
659,OCC1OC(OC2=CC=C(O)C=C2)C(O)C(O)C1O,Other polyphenols,Other polyphenols,Arbutin,272.251,C12H16O7,497-76-7,2004-06-18 00:00:00 UTC,2015-05-10 23:28:58 UTC
661,OCC(O)C1=CC(O)=C(O)C=C1,Other polyphenols,Other polyphenols,"3,4-Dihydroxyphenylglycol",170.163,C8H10O4,"",2005-01-26 13:32:01 UTC,2015-05-10 23:28:58 UTC
666,[H][C@@]12CCC3=CC(C(C)C)=C(O)C(O)=C3[C@]1(CCCC2(C)C)C(O)=O,Other polyphenols,Phenolic terpenes,Carnosic acid,332.434,C20H28O4,3650-09-7,2007-10-17 00:00:00 UTC,2015-05-10 23:28:58 UTC
667,[H][C@]12OC(=O)[C@@]3(CCCC(C)(C)C13)C1=C(O)C(O)=C(C=C1[C@@H]2O)C(C)C,Other polyphenols,Phenolic terpenes,Rosmanol,346.417,C20H26O5,"",2007-10-17 00:00:00 UTC,2015-05-10 23:28:58 UTC
668,CC(C)C1=C(O)C(O)=C2C(=C1)C1CC3C(C)(C)CCCC23C(=O)O1,Other polyphenols,Phenolic terpenes,Carnosol,330.418,C20H26O4,5957-80-2,2007-11-23 00:00:00 UTC,2015-05-10 23:28:58 UTC
669,CC(C)C1=CC2=C(C(O)=C1O)C13CCCC(C)(C)C1C(OC3=O)C2O,Other polyphenols,Phenolic terpenes,Epirosmanol,346.417,C20H26O5,"",2007-11-27 00:00:00 UTC,2015-05-10 23:28:58 UTC
670,CC(C)C1=CC(C=O)=C2C(OC(=O)C22CCCC(C)(C)C2C=O)=C1O,Other polyphenols,Phenolic terpenes,Rosmadial,344.402,C20H24O5,"",2007-11-27 00:00:00 UTC,2015-05-10 23:28:58 UTC
671,CC(C)C1=C(O)C=C(C)C=C1,Other polyphenols,Phenolic terpenes,Thymol,150.218,C10H14O,89-83-8,2007-11-27 00:00:00 UTC,2015-05-10 23:28:58 UTC
672,CC(C)C1=CC(O)=C(C)C=C1,Other polyphenols,Phenolic terpenes,Carvacrol,150.218,C10H14O,499-75-2,2007-11-27 00:00:00 UTC,2015-05-10 23:28:58 UTC
673,OCCC1=CC=C(O)C=C1,Other polyphenols,Tyrosols,Tyrosol,138.164,C8H10O2,501-94-0,2005-09-05 13:56:59 UTC,2015-05-10 23:28:58 UTC
674,OCCC1=CC(O)=C(O)C=C1,Other polyphenols,Tyrosols,Hydroxytyrosol,154.163,C8H10O3,10597-60-1,2005-09-05 14:01:22 UTC,2015-05-10 23:28:58 UTC
675,CC(=O)OCCC1=CC(O)=C(O)C=C1,Other polyphenols,Tyrosols,"3,4-DHPEA-AC",196.2,C10H12O4,"",2007-10-31 00:00:00 UTC,2015-05-10 23:28:58 UTC
676,CC(=O)OCCC1=CC=C(O)C=C1,Other polyphenols,Tyrosols,p-HPEA-AC,180.201,C10H12O3,"",2007-10-17 00:00:00 UTC,2015-05-10 23:28:59 UTC
677,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)\C(=C\C)[C@@H]1CC(=O)OCCC1=CC(O)=C(O)C=C1,Other polyphenols,Tyrosols,Oleuropein,540.514,C25H32O13,32619-42-4,2007-10-17 00:00:00 UTC,2015-05-10 23:28:59 UTC
678,C\C=C1\[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C([C@H]1CC(=O)OCCC1=CC(O)=C(O)C=C1)C(O)=O,Other polyphenols,Tyrosols,Demethyloleuropein,526.487,C24H30O13,"",2007-10-17 00:00:00 UTC,2015-05-10 23:28:59 UTC
679,[H][C@@]1(O)OC=C(C(=O)OC)[C@@]([H])(CC(=O)OCCC2=CC=C(O)C(O)=C2)\C1=C/C,Other polyphenols,Tyrosols,"3,4-DHPEA-EA",378.373,C19H22O8,"",2007-10-17 00:00:00 UTC,2015-05-10 23:28:59 UTC
680,COC(=O)C1=COC(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)\C(=C/C)C1CC(=O)OCCC1=CC=C(O)C=C1,Other polyphenols,Tyrosols,Ligstroside,524.514,C25H32O12,32619-42-4,2007-10-17 00:00:00 UTC,2015-05-10 23:28:59 UTC
681,C\C=C(/C=O)C(CC=O)CC(=O)OCCC1=CC(O)=C(O)C=C1,Other polyphenols,Tyrosols,"3,4-DHPEA-EDA",320.337,C17H20O6,"",2007-10-17 00:00:00 UTC,2015-05-10 23:28:59 UTC
682,OCCC1=CC(O)=C(OC2OC(CO)C(O)C(O)C2O)C=C1,Other polyphenols,Tyrosols,Hydroxytyrosol 4-O-glucoside,316.304,C14H20O8,"",2007-10-17 00:00:00 UTC,2015-05-10 23:28:59 UTC
683,COC(=O)C[C@H]1\C(=C\C)[C@H](OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C1C(=O)OC,Other polyphenols,Tyrosols,Oleoside dimethylester,418.392,C18H26O11,"",2007-10-17 00:00:00 UTC,2015-05-10 23:28:59 UTC
684,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)\C(=C/C)C1CC(O)=O,Other polyphenols,Tyrosols,Oleoside 11-methylester,404.366,C17H24O11,"",2007-10-17 00:00:00 UTC,2015-05-10 23:28:59 UTC
686,C\C=C(\C=O)C(CC=O)CC(=O)OCCC1=CC=C(O)C=C1,Other polyphenols,Tyrosols,p-HPEA-EDA,304.338,C17H20O5,"",2007-10-17 00:00:00 UTC,2015-05-10 23:28:59 UTC
688,[H][C@@]1(O)OC=C(C(=O)OC)[C@@]([H])(CC(=O)OCCC2=CC(O)=C(O)C=C2)\C1=C/C,Other polyphenols,Tyrosols,Oleuropein-aglycone,378.373,C19H22O8,"",2007-11-29 00:00:00 UTC,2015-05-10 23:28:59 UTC
689,[H][C@@]1(O)OC=C(C(=O)OC)[C@@]([H])(CC(=O)OCCC2=CC=C(O)C=C2)\C1=C/C,Other polyphenols,Tyrosols,Ligstroside-aglycone,362.374,C19H22O7,"",2007-11-29 00:00:00 UTC,2015-05-10 23:28:59 UTC
691,CCCCCCCCCCCCCCCCCCCCCC1=CC(O)=CC(O)=C1,Other polyphenols,Alkylphenols,5-Heneicosylresorcinol,404.669,C27H48O2,"",2006-05-10 16:47:24 UTC,2015-05-10 23:28:59 UTC
692,CCCCCCCCCCCCCCCCCC1=CC(O)=CC(O)=C1,Other polyphenols,Alkylphenols,5-Heptadecylresorcinol,348.562,C23H40O2,"",2006-05-03 09:06:01 UTC,2015-05-10 23:28:59 UTC
694,CCCCCCCCCCCCCCCCCCCC1=CC(O)=CC(O)=C1,Other polyphenols,Alkylphenols,5-Nonadecylresorcinol,376.616,C25H44O2,"",2006-05-03 09:08:10 UTC,2015-05-10 23:28:59 UTC
695,CCCCCCCCCCCCCCCCCCCCCCC\C=C\C1=CC(O)=CC(O)=C1,Other polyphenols,Alkylphenols,5-Pentacosenylresorcinol,458.759,C31H54O2,"",2006-05-03 09:33:01 UTC,2015-05-10 23:28:59 UTC
696,CCCCCCCCCCCCCCCCCCCCCCCCCC1=CC(O)=CC(O)=C1,Other polyphenols,Alkylphenols,5-Pentacosylresorcinol,460.775,C31H56O2,"",2006-05-10 16:50:37 UTC,2015-05-10 23:28:59 UTC
697,CCCCCCCCCCCCCCCC1=CC(O)=CC(O)=C1,Other polyphenols,Alkylphenols,5-Pentadecylresorcinol,320.509,C21H36O2,3158-56-3,2006-05-03 09:34:01 UTC,2015-05-10 23:28:59 UTC
698,CCCCCCCCCCCCCCCCCCCCC\C=C\C1=CC(O)=CC(O)=C1,Other polyphenols,Alkylphenols,5-Tricosenylresorcinol,430.706,C29H50O2,"",2006-05-03 09:31:35 UTC,2015-05-10 23:28:59 UTC
699,CCCCCCCCCCCCCCCCCCCCCCCC1=CC(O)=CC(O)=C1,Other polyphenols,Alkylphenols,5-Tricosylresorcinol,432.722,C29H52O2,"",2006-05-10 16:54:37 UTC,2015-05-10 23:28:59 UTC
703,CC1=C(O)C(O)=CC=C1,Other polyphenols,Alkylphenols,3-Methylcatechol,124.137,C7H8O2,488-17-5,2006-04-27 11:23:26 UTC,2015-05-10 23:28:59 UTC
704,CC1=CC(O)=C(O)C=C1,Other polyphenols,Alkylphenols,4-Methylcatechol,124.137,C7H8O2,452-86-8,2006-04-27 11:23:26 UTC,2015-05-10 23:28:59 UTC
705,CCC1=CC(O)=C(O)C=C1,Other polyphenols,Alkylphenols,4-Ethylcatechol,138.164,C8H10O2,1124-39-6,2006-04-27 11:23:26 UTC,2015-05-10 23:28:59 UTC
706,OC1=CC=C(C=C)C=C1,Other polyphenols,Alkylphenols,4-Vinylphenol,120.148,C8H8O,2628-17-3,2007-02-21 00:00:00 UTC,2015-05-10 23:28:59 UTC
707,CCC1=CC=C(O)C=C1,Other polyphenols,Alkylphenols,4-Ethylphenol,122.164,C8H10O,123-07-9,2007-02-21 00:00:00 UTC,2015-05-10 23:28:59 UTC
713,COC1=C(O)C=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=C1,Other polyphenols,Curcuminoids,Curcumin,368.38,C21H20O6,458-37-7,2007-11-05 00:00:00 UTC,2015-05-10 23:29:00 UTC
714,COC1=C(O)C=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC=C(O)C=C2)=C1,Other polyphenols,Curcuminoids,Demethoxycurcumin,338.354,C20H18O5,24939-17-1,2007-11-05 00:00:00 UTC,2015-05-10 23:29:00 UTC
715,OC1=CC=C(\C=C\C(=O)CC(=O)\C=C\C2=CC=C(O)C=C2)C=C1,Other polyphenols,Curcuminoids,Bisdemethoxycurcumin,308.328,C19H16O4,24939-16-0,2007-11-05 00:00:00 UTC,2015-05-10 23:29:00 UTC
717,COC1=C2C=CC(=O)OC2=CC2=C1C=CO2,Other polyphenols,Furanocoumarins,Bergapten,216.189,C12H8O4,484-20-8,2004-05-07 10:51:29 UTC,2015-05-10 23:29:00 UTC
718,O=C1OC2=CC3=C(C=CO3)C=C2C=C1,Other polyphenols,Furanocoumarins,Psoralen,186.163,C11H6O3,66-97-7,2007-02-15 00:00:00 UTC,2015-05-10 23:29:00 UTC
719,COC1=C2OC(=O)C=CC2=CC2=C1OC=C2,Other polyphenols,Furanocoumarins,Xanthotoxin,216.189,C12H8O4,298-81-7,2007-02-15 00:00:00 UTC,2015-05-10 23:29:00 UTC
720,COC1=C2OC=CC2=C(OC)C2=C1OC(=O)C=C2,Other polyphenols,Furanocoumarins,Isopimpinellin,246.215,C13H10O5,482-27-9,2007-02-15 00:00:00 UTC,2015-05-10 23:29:00 UTC
722,COC1=CC(C=O)=CC(OC)=C1O,Other polyphenols,Hydroxybenzaldehydes,Syringaldehyde,182.173,C9H10O4,134-96-3,2005-08-17 10:35:57 UTC,2015-05-10 23:29:00 UTC
723,OC1=C(O)C=C(C=O)C=C1,Other polyphenols,Hydroxybenzaldehydes,Protocatechuic aldehyde,138.121,C7H6O3,139-85-5,2005-08-17 10:39:01 UTC,2015-05-10 23:29:00 UTC
724,COC1=C(O)C=CC(C=O)=C1,Other polyphenols,Hydroxybenzaldehydes,Vanillin,152.147,C8H8O3,121-33-5,2005-08-17 11:50:00 UTC,2015-05-10 23:29:00 UTC
725,OC1=CC=C(C=O)C=C1,Other polyphenols,Hydroxybenzaldehydes,4-Hydroxybenzaldehyde,122.121,C7H6O2,123-08-0,2005-10-11 16:29:55 UTC,2015-05-10 23:29:00 UTC
726,OC1=CC(C=O)=CC(O)=C1O,Other polyphenols,Hydroxybenzaldehydes,Gallic aldehyde,154.12,C7H6O4,"",2007-03-28 00:00:00 UTC,2015-05-10 23:29:00 UTC
727,COC1=CC=C(C=O)C=C1,Other polyphenols,Hydroxybenzaldehydes,p-Anisaldehyde,136.148,C8H8O2,123-11-5,2007-12-18 13:31:28 UTC,2015-05-10 23:29:00 UTC
729,COC1=CC=CC(=C1)C(C)=O,Other polyphenols,Hydroxybenzoketones,3-Methoxyacetophenone,150.174,C9H10O2,"",2007-12-24 00:00:00 UTC,2015-05-10 23:29:00 UTC
730,COC1=CC(=CC=C1O)C(=O)C(O)CO,Other polyphenols,Hydroxybenzoketones,"2,3-Dihydroxy-1-guaiacylpropanone",212.199,C10H12O5,"",2004-05-06 16:14:14 UTC,2015-05-10 23:29:00 UTC
